,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
582,1.219264466,0.187561872,0.804872528,-0.163497349,-0.050755019,-0.042840752,0.977638432,-1.252965614
583,0.920492352,0.267019951,0.532552133,-0.198249584,-0.333332022,-0.020708022,0.977638432,-1.252965614
584,0.838640584,0.505394187,0.25404436,-0.290717918,-0.37218636,-0.030808439,0.972956566,-1.252965614
585,0.673305275,0.505394187,0.738499373,-0.089004626,-0.299776003,-0.010738423,0.972956566,-1.257956921
586,1.035663843,0.108103794,0.807042516,-0.107535199,-0.444596717,-0.042015977,0.977638432,-1.262948228
587,0.410221585,0.584852265,0.060528692,-0.191116824,0.463181905,-0.066408261,0.972956566,-1.267939536
588,0.269099662,-0.289186599,-0.174753963,-0.108244494,-0.011017628,-0.067001616,0.968274701,-1.262948228
589,-0.078151859,0.108103794,0.022292912,0.007758953,0.016357019,-0.050877327,0.963592835,-1.262948228
590,0.744734761,0.187561872,0.5748732,-0.102021683,-0.597364909,-0.027563462,0.972956566,-1.257956921
591,0.245728482,0.187561872,0.327843462,-0.159102454,-0.493164639,-0.041922325,0.968274701,-1.257956921
592,0.706624998,-0.130270442,0.437763944,-0.126525116,1.145781977,-0.04234025,0.972956566,-1.262948228
593,1.123463682,0.108103794,0.496660756,-0.155858955,-0.613259865,-0.028037083,0.968274701,-1.257956921
594,0.621772876,0.743768422,0.038768316,-0.246062161,-0.569107209,-0.045829004,0.972956566,-1.252965614
595,0.501653432,0.743768422,0.109286334,-0.187817166,0.316595085,-0.03220348,0.972956566,-1.252965614
596,0.725890431,0.267019951,0.485130813,-0.013570913,-0.237962283,-0.024181384,0.968274701,-1.252965614
597,0.133873171,0.823226501,-0.122325022,-0.242088715,-0.689202435,-0.071456744,0.968274701,-1.247974307
598,0.384165878,0.664310344,0.23463925,-0.237493804,-0.533785083,-0.044705853,0.968274701,-1.242983
599,-0.185269768,0.34647803,-0.144000068,-0.14919016,0.429625886,-0.056571318,0.968274701,-1.242983
600,-0.458302001,0.267019951,-0.214163319,-0.076295559,0.054328304,-0.08935316,0.968274701,-1.247974307
601,-0.19858713,-0.289186599,-0.257648052,-0.061341114,0.193850699,-0.07257543,0.968274701,-1.252965614
602,-0.465618655,0.34647803,-0.497205023,-0.091564927,0.718384261,-0.090537397,0.968274701,-1.257956921
603,-0.702436086,0.028645715,-0.507287499,0.048301536,-0.357174457,-0.117566073,0.963592835,-1.247974307
604,-0.299283228,0.584852265,-0.160412962,-0.059406421,-0.282997993,-0.067831874,0.963592835,-1.252965614
605,-0.407559169,0.187561872,-0.348490269,-0.181186858,1.389504642,-0.07267858,0.963592835,-1.247974307
606,-0.536627038,1.141058815,0.047198691,0.093205273,-0.605312387,-0.044774736,0.963592835,-1.252965614
607,-0.275227757,1.061600737,0.147965026,0.055445673,-0.703331285,-0.047448093,0.963592835,-1.252965614
608,-0.776339547,0.664310344,-0.522374795,-0.2348796,-0.981493022,-0.148178103,0.958910969,-1.252965614
609,-0.179584887,-1.083767385,-0.348259923,-0.15029783,0.047263879,-0.082476407,0.958910969,-1.252965614
610,0.491073236,-0.686476992,-0.023846824,-0.159158575,0.270676322,-0.087201307,0.963592835,-1.257956921
611,-0.010354382,1.856181523,-0.064632788,-0.17714283,-0.077246613,-0.061423098,0.987002163,-1.287904764
612,0.102922149,1.856181523,0.060274226,-0.105085915,-0.870228327,-0.075005165,0.987002163,-1.282913457
613,0.386113476,1.776723444,0.499218223,-0.150305868,-0.444596717,-0.069768272,0.982320298,-1.282913457
614,-0.879404346,1.617807287,-0.097610628,0.001154407,-0.719226241,-0.091387045,0.987002163,-1.287904764
615,0.129346321,1.856181523,0.022811063,-0.1835124,-0.381016891,-0.063359003,0.982320298,-1.292896071
616,0.041757033,1.856181523,0.255392446,-0.268221354,-0.777507748,-0.067504678,0.987002163,-1.287904764
617,0.54892217,1.856181523,0.711289785,-0.410587684,-0.978843863,-0.082215343,0.982320298,-1.287904764
618,-0.544891171,1.299974972,-0.13056051,0.03396626,0.130270873,-0.089875318,0.982320298,-1.287904764
619,-0.326707519,1.379433051,-0.184545294,-0.034216925,-0.441947557,-0.09091438,0.982320298,-1.297887379
620,-0.547733612,1.617807287,-0.410657333,-0.077938254,-0.580586899,-0.103588571,0.982320298,-1.292896071
621,-0.08146804,1.856181523,-0.04189674,-0.225678968,-0.711278763,-0.091217593,0.982320298,-1.297887379
622,-0.688592346,1.856181523,-0.019141093,-0.214193292,-0.883474124,-0.097971775,0.982320298,-1.292896071
623,-0.03472568,1.299974972,-0.209175688,-0.148651053,-0.373069413,0.02097763,0.977638432,-1.302878686
624,-0.260910277,1.299974972,-0.020703161,-0.016430198,-0.80046713,0.074504558,0.972956566,-1.302878686
625,-0.329865786,0.743768422,-0.377529309,-0.182684645,-0.834023149,-0.061753775,0.972956566,-1.297887379
626,0.082182859,0.584852265,-0.139129172,-0.147078053,-0.191160467,-0.071364318,0.968274701,-1.302878686
627,-0.252698781,0.505394187,-0.221897584,-0.087438508,-0.024263425,-0.039264967,0.968274701,-1.302878686
628,0.881908849,0.584852265,0.321383107,0.196202037,-1.119249311,-0.033364526,0.972956566,-1.307869993
629,-0.263015789,1.061600737,-0.363313716,-0.219889021,0.345735838,-0.032179461,0.977638432,-1.297887379
630,-0.178637406,1.379433051,-0.279686281,-0.240507149,-0.582353006,-0.040452946,0.977638432,-1.297887379
631,-0.109313433,-1.878348171,-0.109317212,0.246338127,-0.539966455,-0.056707038,0.977638432,-1.297887379
632,-0.524099243,0.743768422,-0.491331852,-0.151024776,-0.71304487,-0.046686938,0.977638432,-1.292896071
633,0.078708764,1.141058815,-0.256383958,-0.137137702,0.630078947,-0.034626954,0.977638432,-1.297887379
634,0.360373595,0.664310344,0.213216597,-0.295745083,-0.700682126,-0.055136008,0.972956566,-1.292896071
635,-0.213904728,0.584852265,-0.185460588,-0.235494133,-0.935574259,-0.032670756,0.972956566,-1.292896071
636,-0.277701733,-1.481057778,-0.33673619,0.300696973,-0.484334108,-0.121551347,0.977638432,-1.292896071
637,-0.884773401,-0.050812363,-0.631895175,-0.152442361,-0.525837605,-0.156188151,0.982320298,-1.287904764
638,-0.505833929,0.187561872,-0.470935404,-0.242973113,-0.60619544,-0.107915356,0.977638432,-1.287904764
639,-0.260910277,1.45889113,-0.386124423,-0.322992886,-0.781923014,-0.100192588,0.977638432,-1.287904764
640,-0.556997863,0.028645715,-0.442712123,-0.017551323,0.528527837,-0.093079517,0.977638432,-1.287904764
641,0.594453861,1.856181523,0.254992575,-0.292448828,-0.532018977,-0.058405074,0.982320298,-1.282913457
642,-0.422876767,0.743768422,-0.221485384,0.041089227,-0.630920928,-0.101724572,0.982320298,-1.282913457
643,-0.030619932,1.141058815,0.292296315,-0.077848891,-0.436649239,-0.052067627,0.982320298,-1.282913457
644,1.599625159,0.34647803,0.793655217,-0.219630078,-0.652997256,-0.051022986,0.982320298,-1.27792215
645,2.127266397,-0.20972852,0.719477292,-0.219945056,-0.349226978,-0.045850759,0.977638432,-1.27792215
646,-0.016513004,0.505394187,0.056536544,-0.252446699,-0.396911848,-0.055928225,0.977638432,-1.27792215
647,0.06807593,0.505394187,-0.198416347,-0.234144355,-0.771326376,-0.042566179,0.972956566,-1.272930843
648,1.389021348,-0.289186599,0.486064746,-0.426120644,-0.958533641,-0.104214531,0.977638432,-1.27792215
649,-0.18690154,0.823226501,0.212417812,-0.203999318,-1.004452404,-0.085581963,0.977638432,-1.282913457
650,-0.467250426,1.299974972,0.082479966,-0.161455919,-0.768677217,-0.080181796,0.977638432,-1.282913457
651,-0.182479965,1.299974972,-0.086914284,-0.170731147,-0.370420254,-0.077499042,0.977638432,-1.27792215
652,-0.400242516,1.220516894,-0.310070708,-0.246690267,-0.573522474,-0.079712757,0.972956566,-1.27792215
653,-0.154002919,1.220516894,-0.067109613,0.014831322,-0.720992348,-0.078482136,0.972956566,-1.27792215
654,-0.369765233,-0.845393149,-0.466967761,0.067573575,0.896760994,-0.121818448,0.972956566,-1.287904764
655,-0.663536757,-0.130270442,-0.609341651,0.001934459,-0.054287232,-0.1292038,0.972956566,-1.282913457
656,-0.093416819,-0.845393149,-0.682498394,-0.27878442,0.681296029,-0.093035608,0.972956566,-1.282913457
657,-0.217062995,1.141058815,0.068818583,-0.153572877,-0.081661879,-0.059724589,0.968274701,-1.27792215
658,0.017122546,-0.765935071,-0.172820414,-0.182987841,0.339554466,-0.047755138,0.968274701,-1.27792215
659,0.079024591,0.584852265,0.009923624,-0.261653761,-0.789870492,-0.016273744,0.972956566,-1.287904764
660,-0.166320163,0.584852265,0.072832423,-0.341442208,-0.66536,-0.04775199,0.968274701,-1.287904764
661,0.37648076,-0.924851228,-0.402433651,-0.446986587,-0.645049778,-0.092876306,0.968274701,-1.282913457
662,-0.651956442,-0.607018913,-0.524121213,-0.085593962,0.650389169,-0.087072991,0.968274701,-1.27792215
663,-0.250382718,-0.924851228,-0.698270415,0.209498703,-0.184979095,-0.11357046,0.963592835,-1.27792215
664,0.052389868,0.584852265,-0.053323596,-0.301119312,-0.723641507,-0.051521348,0.968274701,-1.282913457
665,0.596717286,0.584852265,0.193464055,-0.137187099,-0.196458786,0.009964311,0.968274701,-1.292896071
666,0.313315408,0.743768422,-0.084770025,-0.091831738,-0.486983267,-0.016079715,0.963592835,-1.282913457
667,-0.109576622,0.743768422,0.074213609,-0.21350451,-0.69626686,-0.019380869,0.963592835,-1.287904764
668,0.008279397,0.584852265,0.003801788,-0.119899033,-0.637985353,-0.050410543,0.963592835,-1.287904764
669,-0.217062995,0.584852265,0.396699959,0.007937406,-0.611493759,0.012538103,0.968274701,-1.287904764
670,-0.047042924,0.584852265,-0.212395686,-0.287294815,-0.706863498,-0.031718997,0.963592835,-1.292896071
671,-0.462670938,0.584852265,-0.223693963,-0.36343307,-0.757197526,-0.05259208,0.968274701,-1.292896071
672,0.298366275,0.584852265,0.039744118,-0.258279771,-0.520539286,-0.036834172,0.968274701,-1.292896071
673,0.06807593,-0.368644678,-0.234804714,-0.186511866,-0.418105123,-0.042444587,0.968274701,-1.297887379
674,-0.781024311,-1.004309306,-0.257217861,-0.227978325,-0.757197526,-0.140289538,0.958910969,-1.292896071
675,0.468596898,-0.368644678,0.303675728,-0.059863212,-0.265336931,0.000299961,0.963592835,-1.297887379
676,0.85016826,-1.878348171,-0.090744014,-0.172425963,-0.517007074,-0.093964091,0.958910969,-1.302878686
677,0.277100606,0.584852265,-0.080561295,-0.241281166,-0.555861412,-0.024835291,0.963592835,-1.292896071
678,0.073813449,0.584852265,0.144503134,-0.156580159,-0.496696852,0.015555336,0.963592835,-1.287904764
679,0.271468363,0.505394187,-0.005400675,-0.373332551,-0.067533029,-0.028397914,0.958910969,-1.287904764
680,0.2176199,0.108103794,0.191743253,0.12657289,-0.438415345,-0.062110557,0.958910969,-1.287904764
681,0.663514646,0.823226501,-0.179427972,-0.374071319,-0.413689857,-0.020599163,0.963592835,-1.287904764
682,-0.460512789,0.664310344,-0.635113253,-0.280040853,-0.293594631,-0.106037667,0.963592835,-1.282913457
683,-0.123315086,-0.130270442,0.027698445,-0.183141138,0.05609441,-0.059466532,0.958910969,-1.282913457
684,-0.565946288,0.187561872,-0.145076647,0.091690855,0.119674236,-0.056325607,0.958910969,-1.282913457
685,-0.484252433,1.220516894,-0.243398571,-0.138736867,-0.14965697,-0.04630982,0.963592835,-1.262948228
686,-0.228011656,0.108103794,-0.460236484,-0.279632028,-0.645049778,-0.055808493,0.963592835,-1.272930843
687,-0.524099243,0.425936108,-0.265488193,0.161048178,-0.764261951,-0.068149406,0.963592835,-1.27792215
688,-0.440141963,0.743768422,-0.566392063,-0.240507149,-0.700682126,-0.085097356,0.972956566,-1.272930843
689,-0.627269317,0.982142658,-0.310818333,-0.099898457,0.373993538,-0.058283613,0.968274701,-1.272930843
690,-0.462407749,-0.924851228,-0.325152635,0.105855803,-0.122282323,-0.065325924,0.968274701,-1.272930843
691,0.12292451,0.505394187,-0.17264128,-0.31423117,0.136452245,-0.011832886,0.963592835,-1.272930843
692,-0.677643685,-0.765935071,-0.452625219,9.14E-05,0.128504767,-0.034408176,0.968274701,-1.272930843
693,-0.902986078,-0.448102756,-0.653308287,-0.118259483,-0.527603711,-0.115694593,0.968274701,-1.267939536
694,-0.812343798,0.028645715,-0.642154552,-0.403777079,-0.521422339,-0.0577944,0.968274701,-1.267939536
695,-0.763285375,-0.765935071,-0.690908759,-0.014551916,0.299817075,-0.060930307,0.968274701,-1.267939536
696,0.018754318,0.982142658,-0.321512924,-0.413703924,-0.917030143,-0.064215427,0.963592835,-1.262948228
697,-0.644429238,0.664310344,-0.595893181,-0.091321267,0.120557289,-0.052297096,0.963592835,-1.267939536
698,-0.213904728,1.061600737,-0.268882481,-0.197170345,-0.580586899,-0.056347935,0.963592835,-1.267939536
699,-0.775549981,-1.481057778,-0.287286533,0.189418963,-0.252091134,-0.063105495,0.963592835,-1.272930843
700,1.384020758,-0.686476992,0.41332513,-0.61241595,-1.185478296,-0.03786284,0.963592835,-1.228009078
701,1.151045886,0.267019951,0.838249532,0.079822376,-0.830490936,-0.022569075,0.940183506,-1.198061235
702,0.01322735,-1.798890092,-0.469656778,-0.141394442,-0.20882153,-0.095862786,0.935501641,-1.223017771
703,0.479335008,-0.607018913,-0.072754859,-0.314167928,-0.74130257,-0.069059836,0.935501641,-1.233000385
704,-0.309389685,-1.878348171,-0.262703961,0.179664791,0.719267314,-0.0233369,0.935501641,-1.237991693
705,0.761263028,-1.481057778,0.137781336,-0.17402556,-0.493164639,-0.058501714,0.949547238,-1.233000385
706,1.256584661,-1.481057778,0.409974466,-0.141743263,2.120672637,-0.009569016,0.944865372,-1.233000385
707,0.683990747,-0.448102756,0.153950945,-0.228460129,2.120672637,-0.010895554,0.958910969,-1.237991693
708,-0.326707519,0.584852265,-0.49224217,-0.228479047,-0.128463695,-0.009707253,0.958910969,-1.247974307
709,-0.363764525,0.108103794,-0.122437908,0.118469083,1.096331002,-0.050393549,0.958910969,-1.242983
710,-0.763811753,-0.20972852,1.248628571,3.384800356,-1.035359263,-0.117847452,0.958910969,-1.252965614
711,-0.639218096,-0.20972852,-0.458389222,0.056727939,-0.021614266,-0.073425525,0.958910969,-1.252965614
712,-1.530165383,0.028645715,-0.883378613,0.018122008,-1.053020326,-0.148063772,0.954229103,-1.252965614
713,-0.807974861,1.538349208,-0.551334788,-0.224552752,-0.664476947,-0.085269348,0.954229103,-1.257956921
714,-0.189112327,0.982142658,-0.415391606,0.058089699,-0.6371023,-0.079783657,0.958910969,-1.257956921
715,-0.293808898,1.141058815,-0.510216377,-0.379845368,-1.017698201,-0.076609921,0.963592835,-1.257956921
716,-0.771917973,0.028645715,-0.448091611,-0.211814698,-0.269752196,-0.09595614,0.958910969,-1.257956921
717,-0.546628218,0.982142658,-0.607007343,-0.22207343,-0.282997993,-0.067831874,0.958910969,-1.257956921
718,-0.713279471,1.141058815,-0.242368945,0.192104412,-0.756314473,-0.108674908,0.958910969,-1.257956921
719,-0.246066419,0.664310344,-0.507721407,-0.086768618,-0.648581991,-0.090309778,0.958910969,-1.262948228
720,-0.703067739,0.664310344,-0.285268053,0.055059595,-0.279465781,-0.05730987,0.958910969,-1.262948228
721,-0.680854591,0.664310344,-0.476751579,-0.131391917,-0.201757105,-0.047801971,0.958910969,-1.267939536
722,-0.407664444,0.743768422,-0.396707694,-0.135419359,-0.321852331,-0.040262208,0.958910969,-1.262948228
723,-0.481252079,0.425936108,-0.556543255,-0.218020266,0.930317013,-0.031327559,0.954229103,-1.262948228
724,-0.39250476,0.187561872,-0.228464295,0.007558397,-0.232663965,-0.008040656,0.958910969,-1.262948228
725,-0.484620898,0.505394187,-0.427815521,-0.034433484,-0.246792815,-0.049357733,0.958910969,-1.272930843
726,0.268099544,0.90268458,0.156613553,-0.314644024,-0.619441237,-0.034570735,0.958910969,-1.272930843
727,0.09002589,0.664310344,0.405397884,-0.09708492,-0.397794901,-0.045317188,0.958910969,-1.272930843
728,-0.037199656,0.584852265,0.110626693,-0.095640131,-0.418105123,-0.047919494,0.954229103,-1.267939536
729,-0.20358772,1.299974972,0.012995824,-0.193422112,-0.235313124,-0.015973087,0.958910969,-1.272930843
730,0.099026952,1.299974972,0.158956,-0.088991001,-0.261804718,-0.038061564,0.958910969,-1.27792215
731,0.171982934,1.220516894,-0.030267422,-0.21452377,-0.221184274,-0.013526221,0.958910969,-1.27792215
732,-0.142475243,1.141058815,-0.129033564,-0.126798613,-0.442830611,-0.024416226,0.958910969,-1.27792215
733,0.208618838,0.505394187,0.041468907,-0.282443653,-0.001304044,-0.040807169,0.958910969,-1.282913457
734,0.193669704,0.425936108,0.259891204,-0.064729247,-0.052521125,-0.032607524,0.954229103,-1.282913457
735,0.899595148,0.505394187,0.36759102,-0.160714137,-0.224716486,-0.00655617,0.954229103,-1.287904764
736,0.103974905,0.584852265,0.279025964,-0.151896785,-0.692734647,-0.041671817,0.954229103,-1.282913457
737,-0.367028068,0.743768422,0.255138375,-0.108661098,-0.481684948,-0.040444918,0.954229103,-1.27792215
738,0.485651543,0.664310344,0.230789867,-0.158538221,0.185020168,-0.013026165,0.954229103,-1.282913457
739,0.495757999,0.664310344,0.154865571,-0.238974223,0.061392729,-0.030564077,0.954229103,-1.282913457
740,-0.001616508,0.90268458,0.0344349,-0.197342685,-0.451661142,-0.018041406,0.954229103,-1.27792215
741,0.036230065,0.34647803,-0.197273735,-0.243526672,0.328957829,-0.046205122,0.954229103,-1.272930843
742,-0.330181613,1.061600737,-0.01111347,-0.08341917,0.176189636,-0.060375345,0.954229103,-1.27792215
743,-0.410033145,0.743768422,-0.326769215,0.012668136,-0.729822879,-0.038181757,0.954229103,-1.267939536
744,-0.424350625,0.267019951,-0.453392803,0.120177752,0.540007528,-0.016664427,0.954229103,-1.267939536
745,-0.615215263,0.34647803,-0.56484506,-0.022029276,0.378408804,0.000382417,0.954229103,-1.257956921
746,-0.399610862,0.823226501,-0.444825184,-0.106879324,-0.015432894,-0.012040333,0.954229103,-1.257956921
747,-0.209746342,0.90268458,-0.195767233,0.123035402,-0.582353006,-0.023501987,0.949547238,-1.257956921
748,-0.867718756,0.823226501,-0.483172354,-0.319518621,-0.618558184,-0.040889468,0.949547238,-1.257956921
749,1.178943916,0.267019951,0.201070366,-0.340538604,-0.358940563,-0.007086248,0.958910969,-1.237991693
750,0.211935019,-0.527560835,-0.08254888,0.003323885,0.357215529,-0.058509445,0.954229103,-1.242983
751,-0.328549841,-0.130270442,-0.069068327,-0.015592836,0.038433347,-0.066043544,0.954229103,-1.247974307
752,-0.331076455,-0.050812363,-0.295169111,0.184890984,-0.200874052,-0.110803558,0.954229103,-1.247974307
753,0.002278689,0.743768422,-0.035931347,-0.123663559,-0.3412795,-0.041749254,0.954229103,-1.247974307
754,1.147203327,0.028645715,0.634975092,-0.125522569,-0.649465044,-0.021126493,0.954229103,-1.233000385
755,1.554198743,-0.845393149,0.72749942,-0.183660498,-0.238845337,-0.027684212,0.954229103,-1.233000385
756,1.305116706,-0.448102756,0.351834922,-0.401826124,-0.317437066,-0.028366958,0.949547238,-1.233000385
757,-0.631006601,-0.050812363,-0.62440272,-0.121318722,-0.150540023,-0.089801995,0.949547238,-1.247974307
758,0.002278689,-0.607018913,-0.242828328,0.051163088,0.914422056,-0.068251947,0.949547238,-1.247974307
759,-0.688592346,0.34647803,-0.437932316,-0.109160999,-0.320086225,-0.008155378,0.949547238,-1.252965614
760,-0.449879954,0.187561872,-0.391873857,-0.06142144,0.667167179,-0.011877553,0.944865372,-1.247974307
761,-0.579684752,-0.924851228,-0.63296547,0.023422825,1.451318362,-0.068176616,0.944865372,-1.252965614
762,-0.099417528,0.505394187,-0.234995779,-0.096799052,-0.293594631,-0.01426903,0.944865372,-1.252965614
763,-0.911934503,0.664310344,-0.347278245,-0.208828043,-0.067533029,0.001569582,0.949547238,-1.252965614
764,-0.073888198,0.664310344,-0.426501638,-0.357651206,-0.729822879,-0.015683741,0.949547238,-1.262948228
765,0.002278689,0.505394187,-0.333441855,-0.303134004,-0.834906202,0.014521884,0.949547238,-1.262948228
766,-0.43256212,0.34647803,-0.431424317,-0.128636725,-0.116984004,-0.017764109,0.949547238,-1.262948228
767,-0.552892116,-0.130270442,-0.517654066,0.088892525,-0.010134575,-0.080915424,0.944865372,-1.257956921
768,0.27320541,0.505394187,0.287902997,-0.112253553,-0.779273855,-0.011512664,0.944865372,-1.257956921
769,0.444067686,0.505394187,0.272458447,-0.138736867,-0.753665314,-0.011766217,0.944865372,-1.257956921
770,0.429960758,0.425936108,0.173049121,-0.147477374,-0.956767534,-0.001644913,0.949547238,-1.262948228
771,-0.348236376,0.028645715,-0.489102224,-0.064022363,0.800508202,0.076708103,0.949547238,-1.267939536
772,0.212829861,0.584852265,0.059788426,-0.285159033,-0.580586899,0.020354346,0.949547238,-1.262948228
773,0.136610337,0.584852265,0.178070055,-0.084024087,-0.452544195,-0.001650663,0.949547238,-1.267939536
774,-0.410927988,0.505394187,-0.40723191,-0.174463745,0.265378003,-0.037201068,0.949547238,-1.267939536
775,0.353214855,-0.289186599,-0.146772378,-0.233482488,-0.212353743,-0.067918296,0.944865372,-1.262948228
776,0.417327687,-0.050812363,0.399442695,0.046486422,-0.609727653,-0.041091717,0.940183506,-1.262948228
777,0.30110344,0.187561872,0.082546384,-0.151080131,-0.555861412,-0.055398474,0.944865372,-1.262948228
778,0.347214147,0.584852265,-0.173395357,-0.358400728,-1.036242317,0.000242213,0.944865372,-1.262948228
779,-0.787288208,-0.20972852,0.424798775,-0.03518711,-1.182829137,0.03556249,0.944865372,-1.272930843
780,-0.028198594,-0.845393149,-0.125001134,-0.111829241,3.697805534,-0.017935738,0.935501641,-1.262948228
781,0.346056115,0.505394187,-0.150892539,-0.244666071,0.266261056,0.060411116,0.926137909,-1.262948228
782,0.249992143,-0.765935071,-0.290454466,-0.388493534,-0.899369081,-0.081516264,0.949547238,-1.27792215
783,-0.202429689,-0.845393149,0.192794254,0.008740862,0.54353974,-0.027922863,0.944865372,-1.267939536
784,0.716152439,0.187561872,-0.197565902,-0.351219267,-0.50464433,-0.022477412,0.940183506,-1.267939536
785,-0.105207685,-1.639973935,-0.248164206,0.087348829,0.42521062,-0.049524831,0.940183506,-1.267939536
786,0.008858413,0.90268458,0.073315105,0.481115162,-1.025645679,0.034462087,0.940183506,-1.272930843
787,0.024228648,0.425936108,0.170730216,-0.263320877,-0.609727653,-0.011443312,0.935501641,-1.257956921
788,0.018754318,0.267019951,-0.010060232,-0.261811718,-0.520539286,-0.019992827,0.940183506,-1.257956921
789,-0.042726625,0.028645715,-0.042629549,-0.064356867,-0.042807541,0.029303944,0.935501641,-1.262948228
790,-0.037199656,0.584852265,-0.010417444,-0.229525358,-0.562042784,0.010668073,0.940183506,-1.252965614
791,0.979183491,0.584852265,-0.19843338,-0.456097195,-0.674190532,-0.013619716,0.940183506,-1.252965614
792,0.128135652,0.584852265,0.617077591,0.076316156,-0.505527383,0.007408802,0.940183506,-1.257956921
793,0.743839918,0.584852265,0.190371345,-0.077390162,-0.672424425,0.024008251,0.940183506,-1.257956921
794,-0.275175119,0.108103794,-0.281613863,0.061428682,2.330839283,0.05600301,0.940183506,-1.252965614
795,-0.383556335,-0.448102756,-0.360016765,-0.092938655,-0.279465781,-0.04020347,0.940183506,-1.252965614
796,-0.057517844,0.187561872,-0.518591387,-0.363686542,-0.774858589,-0.010446284,0.935501641,-1.252965614
797,0.199670413,0.34647803,-0.319878593,-0.515565474,-0.878175806,-0.01714242,0.935501641,-1.252965614
798,0.033229711,0.584852265,-0.208761564,-0.560087569,-0.849918105,-0.017033372,0.940183506,-1.252965614
799,-0.713174196,-0.527560835,-0.575094138,-0.127554966,3.54150513,0.062103809,0.940183506,-1.247974307
800,-0.731597423,-0.130270442,-0.570581703,-0.112650721,0.532060049,-0.013888989,0.935501641,-1.247974307
801,0.440909419,-0.289186599,-0.07305239,-0.208895264,0.883515197,-0.024675043,0.940183506,-1.247974307
802,0.155033564,0.664310344,-0.090265063,-0.039377484,-0.342162553,0.058752915,0.940183506,-1.242983
803,-0.16663599,-0.686476992,-0.638678348,-0.105852686,-0.501995171,-0.103760145,0.940183506,-1.242983
804,-0.035304696,0.34647803,-0.490076564,-0.240256236,-0.509942649,-0.015074991,0.944865372,-1.242983
805,-0.023566468,0.34647803,-0.063163023,0.102931969,-0.615025972,0.023395526,0.940183506,-1.242983
806,-0.335603306,0.34647803,0.225705776,-0.031471118,-0.9329251,-0.072204413,0.935501641,-1.233000385
807,0.442278001,0.505394187,0.198455049,-0.191941303,-0.374835519,-0.020283002,0.930819775,-1.228009078
808,0.197986003,0.267019951,0.0789328,-0.123917626,0.041082507,-0.026717858,0.930819775,-1.228009078
809,1.329277453,0.505394187,0.1756737,-0.239967828,-0.858748637,-0.047833737,0.930819775,-1.233000385
810,-0.030619932,0.505394187,-0.212607356,-0.455957837,-0.969130278,-0.059975552,0.930819775,-1.233000385
811,-0.307915826,0.267019951,-0.133244507,-0.050279592,-0.558510571,-0.042830348,0.930819775,-1.233000385
812,0.011700854,0.505394187,0.377406076,0.127005011,-0.700682126,0.002636683,0.930819775,-1.228009078
813,-0.076046348,0.584852265,-0.167641831,-0.279093717,-0.373952466,0.04767868,0.926137909,-1.228009078
814,0.074655654,0.664310344,0.125131489,-0.04639456,-0.545264774,0.027156501,0.926137909,-1.228009078
815,0.158560296,0.584852265,-0.03052058,-0.194184655,-0.616792078,0.029919722,0.926137909,-1.233000385
816,0.218462105,0.505394187,-0.230199767,-0.2724367,-0.85698253,-0.058849181,0.930819775,-1.233000385
817,-0.118367133,0.664310344,-0.099800938,-0.094222593,0.095831801,0.131224472,0.935501641,-1.252965614
818,-0.622795105,-0.924851228,-0.368139147,-0.326771833,-0.252974187,-0.096260882,0.930819775,-1.252965614
819,-0.074467214,0.505394187,0.121647863,0.040202318,-0.221184274,0.040053901,0.935501641,-1.247974307
820,0.379323201,-0.368644678,-0.116291926,-0.148101236,-0.021614266,0.002124061,0.935501641,-1.247974307
821,-0.004301036,-1.322141621,-0.08998708,-0.064850388,1.733012311,-0.042583252,0.935501641,-1.242983
822,-0.26822693,-0.448102756,-0.04125788,-0.250376298,-0.516124021,-0.073197611,0.935501641,-1.242983
823,-0.51246629,-1.004309306,-0.303517666,-0.234058472,-0.636219247,-0.102265435,0.926137909,-1.237991693
824,0.085235851,0.425936108,-0.083431549,-0.319717364,-0.245026709,0.060907274,0.935501641,-1.252965614
825,0.103974905,0.505394187,-0.241389133,-0.184278266,-0.913497931,0.056187348,0.935501641,-1.252965614
826,0.786265979,0.584852265,0.354155639,0.007863393,-0.382782997,0.087935524,0.935501641,-1.257956921
827,0.4375406,0.505394187,-0.176721984,-0.39504194,-0.56115973,0.017367336,0.935501641,-1.257956921
828,0.931335737,-0.130270442,0.163640884,-0.230966124,-0.361589722,0.016883751,0.930819775,-1.252965614
829,-0.040831664,-0.20972852,0.11925521,0.052424289,-0.3412795,-0.042392064,0.926137909,-1.252965614
830,0.408010798,-1.560515856,-0.086578901,-0.179986202,0.80845568,0.024972474,0.926137909,-1.20804385
831,-0.092995717,0.584852265,-0.241556771,-0.160297933,-0.038392275,0.098028311,0.921456044,-1.223017771
832,-0.641481521,0.187561872,-0.201142626,0.206442263,0.381941017,0.113718858,0.921456044,-1.223017771
833,-0.195113036,0.267019951,-0.449588594,-0.344676158,-0.237962283,0.075360427,0.921456044,-1.223017771
834,-0.332708227,0.267019951,-0.598529206,-0.416301256,-0.290062418,0.026368415,0.921456044,-1.223017771
835,0.645512521,0.34647803,0.095056023,0.063706609,-0.524954552,0.002897332,0.926137909,-1.228009078
